Cliente,UF,Ano,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%),Proporção do Valor Setorial ao PIB do UF
AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2005,710820,733170.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2005,2843280,2843280.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"M&G FIBRAS E RESINAS LTDA,",São Paulo,2005,2845800,2766480.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
"M&G FIBRAS E RESINAS LTDA,",São Paulo,2005,11383200,11383200.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
FORD MOTOR COMPANY BRASIL LTDA,São Paulo,2005,11857500,11857500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
"A,W, FABER CASTELL S,A,",São Paulo,2005,1912080,1942960.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
"A,W, FABER CASTELL S,A,",São Paulo,2005,7648320,7648320.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
"ASGA S,A",São Paulo,2005,1194500,1194500.0,COMERCIO E SERVICOS,Telecomunicações,MÉDIA,PRIVADA,BANCO PINE S/A,0.3423238961547123,0.0420646475083006
"LOUIS DREYFUS COMPANY SUCOS S,A",São Paulo,2005,1405620,1409520.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
"LOUIS DREYFUS COMPANY SUCOS S,A",São Paulo,2005,5622480,5622480.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
FORD MOTOR COMPANY BRASIL LTDA,São Paulo,2005,11717000,11717000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO PINE S/A,0.3423238961547123,0.0726051411402945
SCANIA LATIN AMERICA LTDA,São Paulo,2005,46868000,46868000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3423238961547123,0.0726051411402945
"SANTISTA WORK SOLUTION S,A,",São Paulo,2005,3326540,3373580.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"SANTISTA WORK SOLUTION S,A,",São Paulo,2005,13306160,13306160.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
JBS S/A,São Paulo,2005,2465600,2326900.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3423238961547123,0.0726051411402945
JBS S/A,São Paulo,2005,9862400,9862400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3423238961547123,0.0726051411402945
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2005,19724627,19724627.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
"MAXION SISTEMAS AUTOMOTIVOS LTDA,",São Paulo,2005,7331700,7198500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"MAXION SISTEMAS AUTOMOTIVOS LTDA,",São Paulo,2005,29326800,29326800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
DORI ALIMENTOS LTDA,São Paulo,2005,1932880,1932880.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.3423238961547123,0.0726051411402945
DORI ALIMENTOS LTDA,São Paulo,2005,2973480,2973480.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
DORI ALIMENTOS LTDA,São Paulo,2005,483220,468680.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.3423238961547123,0.0726051411402945
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2005,19563829,19563829.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
DORI ALIMENTOS LTDA,São Paulo,2005,1970880,1970880.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
TINTO HOLDING LTDA,São Paulo,2005,1975924,1962689.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO PINE S/A,0.3423238961547123,0.0420646475083006
TINTO HOLDING LTDA,São Paulo,2005,7903694,7903694.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO PINE S/A,0.3423238961547123,0.0420646475083006
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2005,48572000,48572000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3423238961547123,0.0726051411402945
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2005,60715000,60715000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2005,121430000,121430000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2005,48572000,48572000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
DURATEX COMERCIAL EXPORTADORA S A,São Paulo,2005,2420200,2420200.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
KIMBERLY-CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS,São Paulo,2005,4840400,4738800.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
KIMBERLY-CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS,São Paulo,2005,19361600,19361600.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2005,24576000,24576000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
"A,W, FABER CASTELL S,A,",São Paulo,2005,3833856,3726840.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"A,W, FABER CASTELL S,A,",São Paulo,2005,15335424,15335424.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
DURATEX COMERCIAL EXPORTADORA S A,São Paulo,2005,6389760,6222320.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
DURATEX COMERCIAL EXPORTADORA S A,São Paulo,2005,25559040,25559040.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2005,61580000,61580000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
SCANIA LATIN AMERICA LTDA,São Paulo,2005,123160000,123160000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
KNORR BREMSE SISTEMAS P VEICULOS COMERCIAIS BRASIL LTDA,São Paulo,2005,1099236,1046374.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
KNORR BREMSE SISTEMAS P VEICULOS COMERCIAIS BRASIL LTDA,São Paulo,2005,4396944,4396944.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
KNORR BREMSE SISTEMAS P VEICULOS COMERCIAIS BRASIL LTDA,São Paulo,2005,2503821,2503821.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"MINERVA S,A,",São Paulo,2005,1502172,1429933.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,",0.3423238961547123,0.0420646475083006
"MINERVA S,A,",São Paulo,2005,6008687,6008687.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,",0.3423238961547123,0.0420646475083006
"A,W, FABER CASTELL S,A,",São Paulo,2005,2079084,1967868.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"A,W, FABER CASTELL S,A,",São Paulo,2005,8316336,8316336.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
ROBERT BOSCH LIMITADA,São Paulo,2005,4891000,4696400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
ROBERT BOSCH LIMITADA,São Paulo,2005,19564000,19564000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
ROBERT BOSCH LIMITADA,São Paulo,2005,4891000,4887800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
ROBERT BOSCH LIMITADA,São Paulo,2005,19564000,19564000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2005,19563829,19563829.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
CUMMINS BRASIL LIMITADA,São Paulo,2005,19572762,19572762.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3423238961547123,0.0726051411402945
GENERAL MOTORS DO BRASIL LTDA,São Paulo,2005,15530900,15377600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,2200000,2070620.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
GENERAL MOTORS DO BRASIL LTDA,São Paulo,2005,39936600,39542400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
PRIMO TEDESCO SA,Santa Catarina,2005,991160,991160.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835,0.6615479822525394
"ZF DO BRASIL LTDA,",São Paulo,2005,8800000,8800000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,300000,280704.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,1200000,1200000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,7600000,7600000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,2700000,2490915.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,2000000,2000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,10800000,10800000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,10400000,10400000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,2600000,2468793.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,10400000,10400000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,2608690,2461927.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,10400000,10400000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
DURATEX COMERCIAL EXPORTADORA S A,São Paulo,2005,5816400,5522880.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,2600000,2398659.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
DURATEX COMERCIAL EXPORTADORA S A,São Paulo,2005,23265600,23265600.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
AGROPEL AGROINDUSTRIAL PERAZZOLI LTDA,Santa Catarina,2005,1942880,1893440.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835,0.6615479822525394
"INDUSTRIA DE MADEIRAS FAQUEADAS IPUMIRIM S,A,",Santa Catarina,2005,1214300,1214300.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835,0.6615479822525394
FORD MOTOR COMPANY BRASIL LTDA,São Paulo,2005,11746000,11746000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO PINE S/A,0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,1900000,1777792.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,2600000,2398659.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,10400000,10400000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,2200000,2082020.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.3423238961547123,0.0726051411402945
"ZF DO BRASIL LTDA,",São Paulo,2005,8800000,8800000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.3423238961547123,0.0726051411402945
AGROPEL AGROINDUSTRIAL PERAZZOLI LTDA,Santa Catarina,2005,7771520,7771520.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835,0.6615479822525394
"ZF DO BRASIL LTDA,",São Paulo,2005,500000,461281.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
WEG EXPORTADORA S/A,Santa Catarina,2005,28226400,28226400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835,0.6615479822525394
WEG EXPORTADORA S/A,Santa Catarina,2005,28112400,28112400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0375701770132835,0.6615479822525394
AGRICOLA FRAIBURGO SA,Santa Catarina,2005,2371500,2371500.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835,0.0528283450129838
WEG EXPORTADORA S/A,Santa Catarina,2005,29346000,29346000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0375701770132835,0.6615479822525394
ELIANE S/A - REVESTIMENTOS CERAMICOS,Santa Catarina,2005,3912800,3912800.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835,0.6615479822525394
ELIANE S/A - REVESTIMENTOS CERAMICOS,Santa Catarina,2005,978200,971480.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835,0.6615479822525394
KARSTEN S/A,Santa Catarina,2005,3944960,3944960.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.0375701770132835,0.6615479822525394
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2005,19387830,19387830.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3423238961547123,0.0726051411402945
LOUIS DREYFUS COMPANY BRASIL S/A,São Paulo,2005,2420300,2275200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
LOUIS DREYFUS COMPANY BRASIL S/A,São Paulo,2005,9681200,9681200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2005,34422000,34422000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0867805126866327,0.2864061760704128
"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2005,11468500,11468500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO PINE S/A,0.0867805126866327,0.2864061760704128
"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2005,6903600,6903600.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0867805126866327,0.2864061760704128
"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2005,16108400,16108400.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0867805126866327,0.2864061760704128
CAFE BOM DIA LTDA,Minas Gerais,2005,2946586,2946586.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S,A, - BDMG",0.0867805126866327,0.2864061760704128
CAFE BOM DIA LTDA,Minas Gerais,2005,736646,698486.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S,A, - BDMG",0.0867805126866327,0.2864061760704128
"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2005,31957800,31957800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0867805126866327,0.2864061760704128
"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2005,23422000,23422000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,",0.0867805126866327,0.2864061760704128
FRIGORIFICO MATABOI S/A,Minas Gerais,2005,475700,481940.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0867805126866327,0.2864061760704128
MAGNESITA S/A,Minas Gerais,2005,7496640,7496640.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0867805126866327,0.2864061760704128
MAGNESITA S/A,Minas Gerais,2005,1874160,1852080.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0867805126866327,0.2864061760704128
"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2005,23504000,23504000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0867805126866327,0.2864061760704128
"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2005,47098000,47098000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0867805126866327,0.2864061760704128
MAGNESITA S/A,Minas Gerais,2005,7692160,7692160.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0867805126866327,0.2864061760704128
FRIGORIFICO MATABOI S/A,Minas Gerais,2005,1902800,1902800.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0867805126866327,0.2864061760704128
"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2005,9116400,8722800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0867805126866327,0.2864061760704128
GENERAL MOTORS DO BRASIL LTDA,São Paulo,2005,159746400,159746400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
NETUNO ALIMENTOS S/A EM RECUPERACAO JUDICIAL,Pernambuco,2005,3120000,3120000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,",0.0231459889861749,1.073813471995255
